"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"FDR"
"ACADM"	4776.44132241006	5452.23031229221	2625.07637296872	1.88874763364931	0.91742994788538	1.35223158559224e-32	3.26624175862459e-30
"ACADS"	3630.53954551041	3827.34430883528	3004.01428978814	1.15720605048789	0.210645771575847	0.0166151441925879	0.0308997604606171
"ACADSB"	3094.91884677198	3489.30207368254	1839.40527119431	1.73601499178718	0.795779406586328	1.66329692892034e-22	9.61559049240302e-21
"ACADVL"	24161.4729822383	24470.3352473686	23178.214211594	0.923323835238504	-0.115091365159459	0.0655464644449965	0.104248748067027
"ACAN"	3069.17912909101	3011.93651162495	3251.41021405177	0.801034851976899	-0.320063081116802	0.0329703783974137	0.0568000389367492
"ACAP1"	898.796063554887	828.95024669406	1121.14926035036	0.636118983146823	-0.652631454627578	2.08350431462501e-13	2.63636780392073e-12
"ACAP2"	3446.27881259531	3711.7612203045	2601.1192210807	1.27887783138462	0.354878453059425	3.76794055221827e-15	6.45978058411222e-14
"ACAP3"	1585.6602327489	1558.91982179155	1670.78796304433	0.801195096852973	-0.319774502702725	1.01000599954234e-05	3.61450878169794e-05
"ACAT1"	8796.73785504007	10050.4778461921	4805.47384651031	1.86188515202976	0.896764084869198	2.60109747823604e-15	4.60496183447361e-14
"ACAT2"	744.915879048819	757.482548967397	704.910058298847	0.962479943548075	-0.0551716172004706	0.277678981992922	0.360236981903713
"ACBD3"	3579.94426832198	3834.02445903384	2771.08347770715	1.24544817424749	0.316664989212828	3.34841850731004e-09	2.12176669881392e-08
"ACBD4"	1594.00178939944	1702.52463564092	1248.52080182334	1.19300708361216	0.254602609220727	0.0010551235875968	0.00256586872438313
"ACBD5"	3321.29626542106	3607.79417916016	2409.23409966447	1.34324621392831	0.425723771672757	3.39098069770514e-15	5.90059665486552e-14
"ACBD7"	10.1460707265122	10.0618434071089	10.4142072387414	0.899566037459157	-0.152698900772716	0.230999813059599	0.308222606741509
"ACCS"	1229.12071306507	1256.20019459113	1142.91355628026	0.944080582682022	-0.0830180877642016	0.383066338019092	0.471626867641371
"ACCSL"	1.62991090968417	1.63302221402092	1.62000611514421	0.890937785463202	-0.1666034035863	0.362615892575799	0.45093166047911
"ACD"	1154.34428922283	1152.7422907954	1159.44422917072	0.870264154568393	-0.200474720773731	7.29465011722425e-06	2.66967123102014e-05
"ACE"	3293.00605199186	3416.7562980827	2899.04884654672	1.03027538086543	0.0430300048925274	0.691242248965248	0.761230799700094
"ACE2"	5898.33934774304	6742.76826912691	3210.11149709897	1.82779365958754	0.870103213124577	1.7655626396469e-05	6.07427248016159e-05
"ACER1"	3.46994012398696	3.02986130631084	4.8709249839284	0.551595483688399	-0.858317450375976	8.43694811197862e-09	4.98734640513279e-08
"ACER2"	353.133267407453	397.157428732307	212.982955666865	1.69489170389529	0.761193094456262	8.19432109798983e-15	1.32653389188162e-13
"ACER3"	2771.2381862479	2789.09854818446	2714.37996980768	0.920443039466415	-0.119599650033507	0.0214426223221118	0.038852808539085
"ACHE"	542.70730270194	465.580033066552	788.240904201755	0.533259515441138	-0.907090290754218	8.19304035809146e-09	4.85728827645198e-08
"ACIN1"	7092.3617091412	7132.23729390323	6965.41833379786	0.889161687960579	-0.16948230776858	0.000812239474727068	0.002027150304393
"ACKR1"	1426.24189568414	1347.1286730352	1678.09775127295	0.713892399477436	-0.48622145261967	0.000299592793873448	0.000815175752770091
"ACKR2"	58.386933347456	58.9127226060933	56.7130904782162	0.942919257444154	-0.0847938572554679	0.529427360970758	0.614955477705215
"ACKR3"	5874.85875830292	5853.57583873291	5942.61263986981	0.862296232807922	-0.213744517702136	0.0450963811836722	0.0750636375595505
"ACKR4"	159.383132721969	158.796042548433	161.2521262102	0.914057060325498	-0.129643866060115	0.292608729001667	0.376482387676002
"ACLY"	30431.1263688761	33072.2796683806	22023.05118605	1.34891046969096	0.431794596455747	1.56905789769127e-09	1.05045928847629e-08
"ACMSD"	3420.69364958732	3759.34671680072	2342.59627047676	1.43055368901436	0.516573643359283	0.000251178344487389	0.000694913460208023
"ACO1"	6045.78595193415	6284.22615425369	5286.71484913707	1.05823677811959	0.0816624633688628	0.296792637947082	0.380961443510313
"ACO2"	10164.0208917817	11167.4952965906	6969.47393335326	1.45240338391768	0.538442196553133	5.60347564175449e-12	5.57139567830792e-11
"ACOD1"	2.96665408505977	2.60270041631568	4.12529558096988	0.614116012865898	-0.703416873532559	0.0014371725500331	0.00339182175975693
"ACOT1"	263.328191915576	274.878864890005	226.556783455697	1.08389154138654	0.116220401957308	0.370091735606507	0.458475497986916
"ACOT11"	595.94381647763	624.197996591942	505.99702290271	1.08287120560766	0.11486166207766	0.330405992987682	0.416288003146593
"ACOT12"	6.88566006389863	5.91857147613667	9.96437327448028	0.489569802030774	-1.03041352338471	4.6158348177444e-05	0.00014683518869956
"ACOT13"	1679.87329714291	1755.72816567388	1438.3903670489	1.08428959356027	0.116750125137949	0.0281800389961504	0.0493914958941077
"ACOT2"	940.405386039451	976.8884031319	824.262203185507	1.09193558809721	0.126887756007321	0.138180977501289	0.19959382475539
"ACOT4"	568.202605760269	624.91526638981	387.658631095583	1.51095994174775	0.595465412582197	5.01259712594898e-07	2.22948622579127e-06
"ACOT6"	8.13014684863038	8.61409040663433	6.58951919149855	1.17125531179158	0.228055590704523	0.113465182594388	0.168018002705475
"ACOT7"	3422.04736478731	3473.14475000314	3259.37954212776	0.917559510180934	-0.12412636498742	0.170398875368934	0.238595589938616
"ACOT8"	902.812635323779	893.11754500796	933.676821925515	0.865447007204561	-0.208482611267477	0.000321511998482063	0.000869868771760942
"ACOT9"	1707.2275678057	1706.01775405463	1711.07899323341	0.883691216519726	-0.178385750403628	6.37720382693767e-06	2.356175443919e-05
"ACOX1"	5102.91953248578	5409.53101784915	4126.82608825561	1.15720683899589	0.210646754612699	1.41511457845006e-05	4.9410527058634e-05
"ACOX2"	734.785733222027	790.051590126942	558.847638304546	1.24190396336134	0.312553614025936	0.00148897911574783	0.00350155528318719
"ACOX3"	978.619315032514	967.253757620681	1014.80141064633	0.846170142428112	-0.240980314571089	1.66144150509417e-07	7.96004064380936e-07
"ACOXL"	19.7726700738858	17.4119997585502	27.2878315364679	0.553912406258207	-0.852270243248831	5.36465090518997e-12	5.36157408779249e-11
"ACOXL.AS1"	6.1224819616206	5.94480962506492	6.68809940001348	0.783641610664828	-0.35173408943863	0.00233466632462823	0.00526838587139305
"ACP1"	4729.216838438	5003.81724782681	3855.03021405344	1.16420119075156	0.219340398295864	8.47739264028691e-08	4.26597505883745e-07
"ACP2"	2919.21226159117	2812.49595937475	3258.94214112419	0.767017647947187	-0.382668322487732	3.4442274728068e-19	1.15261143246358e-17
"ACP4"	5.27063720217567	5.1690132840013	5.5941555471895	0.799463325840494	-0.322896241096206	0.0176237552495909	0.0325768399052144
"ACP5"	5237.07309015958	4843.80551766089	6489.03499527007	0.65985095929899	-0.599787895509835	2.95029517807806e-05	9.76997436736696e-05
"ACP6"	954.07523939664	1008.19920410393	781.772342576171	1.12783052194951	0.173550291572834	0.0130120183458924	0.0248000937161242
"ACP7"	5.05450132536572	4.59724739476453	6.51016292094933	0.650039432930764	-0.621400856795356	0.000374127485261422	0.000998782170418403
"ACPP"	73.3481080614512	78.3206674314839	57.5180337366683	1.22310165663883	0.290544316730242	0.0604583492813483	0.0970611930157787
"ACR"	34.9946893445128	36.0947236309016	31.4927453318806	0.965423124199779	-0.0507667116838786	0.661618744827273	0.735713968701562
"ACRBP"	255.819700221008	251.549519537367	269.413761663426	0.856758630561755	-0.223039275075005	0.0071588465835317	0.0145031739953363
"ACRV1"	7.53265564495776	6.79556473310602	9.87917441938486	0.60151033943425	-0.733338558612668	4.46988974348866e-12	4.53608278627909e-11
"ACSBG1"	53.1146340886782	59.1702051606771	33.8368069145168	1.46854787949813	0.554390303039989	0.00767333454731452	0.0154390655353637
"ACSBG2"	19.5181137063004	19.5819798670203	19.3147966625409	0.869973599832706	-0.200956473199936	0.0957069591172462	0.144876583687355
"ACSF2"	957.185224749544	904.606378673053	1124.56925767195	0.723629677678763	-0.46667651755013	6.23120922450023e-06	2.30642664604624e-05
"ACSF3"	1511.47328634593	1490.61853114314	1577.86411254194	0.833832566837846	-0.262170374578523	4.35376275689278e-06	1.65571934866962e-05
"ACSL1"	16160.7483705351	17975.918922035	10382.1778992464	1.51695574730818	0.601178999843191	3.79557772161306e-09	2.3730628932976e-08
"ACSL3"	3503.23584536456	3725.68034192248	2795.08685173522	1.19706249383374	0.259498471571765	3.7498298375463e-06	1.44155135072139e-05
"ACSL4"	4933.98046748528	5065.71653115128	4514.60052168619	1.02288562495317	0.0326448376171512	0.601429644261871	0.681965029115157
"ACSL5"	2274.78148425908	2327.67398487	2106.39893644267	0.977352183682944	-0.0330495714885447	0.695447885084985	0.764585245810423
"ACSL6"	161.538405597391	173.52799459015	123.369714033286	1.19886809804957	0.261672939187775	0.115824981477785	0.170972726334607
"ACSM1"	99.8319879771072	101.05169113819	95.9490797487051	0.945297917902207	-0.0811590174638466	0.602298347583313	0.682788518782266
"ACSM2A"	12111.5157325348	12737.9780214659	10117.1816567633	1.07491903878324	0.10422800237799	0.544630555399121	0.629288956593585
